Date/Time,Open,High,Low,Close,MACD,MACD_signal,MACD_hist,K,D,J,ATR (14),ATR (200),Supply Zone,Demand Zone,Entry Price,Stop Loss,Take Profit,Exit Price,Trade Status,Running PnL %
2025-01-08 20:00:00,95134.92,96079.32,94624.43,95493.77,-478.0049377,244.1769399,-722.1818776,12.8416796,21.28623721,-4.047435635,1583.50,1103.05,,,,,,,,
2025-01-09 00:00:00,95493.77,95555.25,92500.9,94243.89,-695.9582937,56.14989318,-752.1081869,14.68026219,19.08424554,5.872295492,1736.21,1144.56,,,,,,,,
2025-01-09 04:00:00,94243.89,95310.94,93600,95060.61,-793.6368685,-113.8074591,-679.8294093,19.87338276,19.34729128,20.92556571,1590.07,1156.36,,,,,,,,
2025-01-09 08:00:00,95060.61,95382.32,93422.89,94027.9,-943.502796,-279.7465265,-663.7562695,21.9543748,20.21631912,25.43048617,1642.17,1172.75,,,,,,,,
2025-01-09 12:00:00,94027.91,94618.63,93186.38,93221.59,-1114.487978,-446.6948168,-667.7931612,19.67489493,20.03584439,18.95299601,1692.33,1177.94,,,,,,,,
2025-01-09 16:00:00,93221.59,93877.46,92750,93465.23,-1216.31434,-600.6187215,-615.6956188,19.85863077,19.97677318,19.62234595,1686.33,1176.95,,,,,,,,
2025-01-09 20:00:00,93465.23,94588.23,91800,94244.02,-1220.105999,-724.5161771,-495.5898221,30.02052448,23.32469028,43.41219288,1854.62,1207.94,,,,,,,,
2025-01-10 00:00:00,94244.02,94685.25,91900.01,91909.59,-1395.394666,-858.6918749,-536.7027915,20.85685097,22.50207718,17.56639856,1944.77,1237.70,,,,,,,,
2025-01-10 04:00:00,91909.59,92720.67,91203.67,92552.49,-1465.541689,-980.0618377,-485.479851,23.12603864,22.71006433,23.95798725,1781.23,1242.87,,,,,,,,
2025-01-10 08:00:00,92552.49,93727.83,92431.73,93696.13,-1412.568311,-1066.563132,-346.0051785,34.50973474,26.6432878,50.24262861,1729.22,1243.84,,,,,,,,
2025-01-10 12:00:00,93696.13,95000,93500,94492.63,-1291.428846,-1111.536275,-179.8925709,49.24271444,34.17643002,79.3752833,1762.16,1248.41,101512.91 - 102724.38 | bar 36 | 2025-01-07 08:00:00,,,,,,,
2025-01-10 16:00:00,94492.62,95293.4,94388.5,95073.95,-1135.428766,-1116.314773,-19.11399243,63.70192426,44.01826143,103.0692499,1751.66,1242.39,101512.91 - 102724.38 | bar 36 | 2025-01-07 08:00:00,,,,,,,
2025-01-10 20:00:00,95073.95,95117.26,92206.02,93730.92,-1107.403418,-1114.532502,7.129084495,63.06629381,50.36760556,88.46367033,1859.33,1271.16,101512.91 - 102724.38 | bar 36 | 2025-01-07 08:00:00,,,,,,,
2025-01-11 00:00:00,93730.93,95836,93177.4,95327.06,-945.4988466,-1080.725771,135.2269243,71.71529732,57.48350281,100.1788863,1935.76,1294.68,101512.91 - 102724.38 | bar 36 | 2025-01-07 08:00:00,,,,,,,
2025-01-11 04:00:00,95327.07,95442.15,94586.02,94726.11,-855.8146518,-1035.743547,179.9288953,73.15698194,62.70799585,94.05495411,1892.99,1287.37,101512.91 - 102724.38 | bar 36 | 2025-01-07 08:00:00,,,,,,,
2025-01-11 08:00:00,94726.1,94746.37,94106.49,94206.95,-817.2108564,-992.037009,174.8261526,70.38233202,65.26610791,80.61478025,1720.53,1276.75,101512.91 - 102724.38 | bar 36 | 2025-01-07 08:00:00,,,,,,,
2025-01-11 12:00:00,94206.96,94441.87,93831.73,94246.36,-774.5089557,-948.5313983,174.0224426,68.816152,66.44945594,73.54954412,1641.90,1266.00,101512.91 - 102724.38 | bar 36 | 2025-01-07 08:00:00,,,,,,,
2025-01-11 16:00:00,94246.36,94791.67,94031.22,94625.65,-701.9699855,-899.2191157,197.2491302,68.0963817,66.99843119,70.2922827,1556.26,1257.98,101512.91 - 102724.38 | bar 36 | 2025-01-07 08:00:00,,,,,,,
2025-01-11 20:00:00,94625.66,94655.2,94307.25,94410.26,-654.3199093,-850.2392745,195.9193651,65.63865432,66.54517224,63.8256185,1478.81,1243.76,101512.91 - 102724.38 | bar 36 | 2025-01-07 08:00:00,,,,,,,
2025-01-12 00:00:00,94410.26,94708.12,93984.55,94249.26,-622.3738963,-804.6661988,182.2923026,62.52174069,65.20402839,57.1571653,1449.96,1235.75,101512.91 - 102724.38 | bar 36 | 2025-01-07 08:00:00,,,,,,,
2025-01-12 04:00:00,94249.27,95050.94,94200.89,94599.99,-562.2739271,-756.1877445,193.9138174,63.66447717,64.69084465,61.61174222,1311.52,1229.91,101512.91 - 102724.38 | bar 36 | 2025-01-07 08:00:00,,,,,,,
2025-01-12 08:00:00,94599.99,94699,94296.99,94622.4,-506.9916843,-706.3485324,199.3568482,60.56028963,63.31399298,55.05288294,1141.29,1217.55,101512.91 - 102724.38 | bar 36 | 2025-01-07 08:00:00,,,,,,,
2025-01-12 12:00:00,94622.4,94650,94274.01,94323.85,-481.7176572,-661.4223574,179.7047002,50.55968904,59.06255833,33.55395045,1059.79,1205.18,101512.91 - 102724.38 | bar 36 | 2025-01-07 08:00:00,,,,,,,
2025-01-12 16:00:00,94323.85,94393.57,93711.19,94255.1,-461.9107396,-621.5200338,159.6092942,47.2390836,55.12140009,31.47445063,1015.95,1197.60,101512.91 - 102724.38 | bar 36 | 2025-01-07 08:00:00,,,,,,,
2025-01-12 20:00:00,94255.1,95450.1,94173.48,95071.9,-375.9707245,-572.410172,196.4394475,57.5763035,55.93970122,60.84950804,999.99,1198.73,101512.91 - 102724.38 | bar 36 | 2025-01-07 08:00:00,,,,,,,
2025-01-13 00:00:00,95071.91,95314.12,94578.54,94650.26,-337.9893369,-525.5260049,187.5366681,56.38532564,56.0882427,56.97949153,987.90,1192.21,101512.91 - 102724.38 | bar 36 | 2025-01-07 08:00:00,,,,,,,
2025-01-13 04:00:00,94650.26,94800,93800,94545.06,-312.7721319,-482.9752303,170.2030984,53.57475147,55.25041229,50.22342983,851.38,1189.54,101512.91 - 102724.38 | bar 36 | 2025-01-07 08:00:00,,,,,,,
2025-01-13 08:00:00,94545.07,95940,93899.99,94269.23,-311.4542405,-448.6710324,137.2167919,44.06235968,51.52106142,29.1449562,807.20,1201.19,101512.91 - 102724.38 | bar 36 | 2025-01-07 08:00:00,,,,,,,
2025-01-13 12:00:00,94269.23,94913.03,93281,93590.24,-361.0368128,-431.1441885,70.10737562,33.25155181,45.43122488,8.892205663,862.62,1207.01,101512.91 - 102724.38 | bar 36 | 2025-01-07 08:00:00,,,,,,,
2025-01-13 16:00:00,93590.24,93661.55,90833.12,90851.22,-614.2664999,-467.7686507,-146.4978491,22.28584248,37.71609742,-8.574667378,1018.94,1228.63,93899.99 - 95940.00 | bar 72 | 2025-01-13 08:00:00,,,,,,,
2025-01-13 20:00:00,90851.23,93100,89256.69,92123.75,-704.1532746,-515.0455755,-189.1076991,29.15682937,34.86300807,17.74447197,1249.88,1263.03,93899.99 - 95940.00 | bar 72 | 2025-01-13 08:00:00,,,,,,,
2025-01-14 00:00:00,92123.75,92534.1,91250,92312.18,-751.5213941,-562.3407392,-189.1806549,34.67729107,34.8011024,34.42966841,1287.29,1263.30,93899.99 - 95940.00 | bar 72 | 2025-01-13 08:00:00,,,,,,,
2025-01-14 04:00:00,92312.18,94727.15,91908.2,94536.1,-602.6620987,-570.4050111,-32.25708754,49.44950792,39.68390424,68.98071528,1463.79,1283.25,93899.99 - 95940.00 | bar 72 | 2025-01-13 08:00:00,,,,,,,
2025-01-14 08:00:00,94536.11,95280.8,94346.22,94861.4,-453.2166438,-546.9673377,93.75069383,60.92010204,46.76263684,89.23503245,1478.86,1278.84,93899.99 - 95940.00 | bar 72 | 2025-01-13 08:00:00,,,,,,,
2025-01-14 12:00:00,94861.39,95464.71,94753.42,94864,-330.7574796,-503.725366,172.9678865,68.58013242,54.03513537,97.67012652,1468.95,1271.74,93899.99 - 95940.00 | bar 72 | 2025-01-13 08:00:00,,,,,,,
2025-01-14 16:00:00,94863.99,97371,94860.11,96548.04,-96.70500069,-422.321293,325.6162923,75.67272751,61.24766608,104.5228504,1619.58,1287.04,101512.91 - 102724.38 | bar 36 | 2025-01-07 08:00:00,,,,,,,
2025-01-14 20:00:00,96548.04,97265.48,95748.93,96471.65,81.6777107,-321.5214922,403.1992029,80.08731648,67.52754955,105.2068504,1701.05,1289.84,101512.91 - 102724.38 | bar 36 | 2025-01-07 08:00:00,91250.00 - 92534.10 | bar 76 | 2025-01-14 00:00:00,,,,,,
2025-01-15 00:00:00,96471.65,97088.57,95351.76,96537.8,225.7823682,-212.0607201,437.8430884,83.30211795,72.78573901,104.3348758,1776.37,1295.22,101512.91 - 102724.38 | bar 36 | 2025-01-07 08:00:00,91250.00 - 92534.10 | bar 76 | 2025-01-14 00:00:00,,,,,,
